,State,County,Income
872,Iowa,Sioux County,66022
873,Iowa,Story County,52671
874,Iowa,Tama County,56110
875,Iowa,Taylor County,46825
876,Iowa,Union County,47597
877,Iowa,Van Buren County,47197
878,Iowa,Wapello County,43329
879,Iowa,Warren County,71514
880,Iowa,Washington County,59157
881,Iowa,Wayne County,42434
882,Iowa,Webster County,42148
883,Iowa,Winnebago County,50072
884,Iowa,Winneshiek County,60788
885,Iowa,Woodbury County,51350
886,Iowa,Worth County,50880
887,Iowa,Wright County,48935
888,Kansas,Allen County,43031
889,Kansas,Anderson County,40986
890,Kansas,Atchison County,46640
891,Kansas,Barber County,52075
892,Kansas,Barton County,46070
893,Kansas,Bourbon County,39379
894,Kansas,Brown County,46964
895,Kansas,Butler County,62324
896,Kansas,Chase County,42772
897,Kansas,Chautauqua County,39531
898,Kansas,Cherokee County,41101
899,Kansas,Cheyenne County,47167
900,Kansas,Clark County,46094
901,Kansas,Clay County,55434
902,Kansas,Cloud County,44199
903,Kansas,Coffey County,58662
904,Kansas,Comanche County,51563
905,Kansas,Cowley County,46624
906,Kansas,Crawford County,38017
907,Kansas,Decatur County,41230
908,Kansas,Dickinson County,49663
909,Kansas,Doniphan County,50300
910,Kansas,Douglas County,54370
911,Kansas,Edwards County,50229
912,Kansas,Elk County,39405
913,Kansas,Ellis County,49562
914,Kansas,Ellsworth County,48550
915,Kansas,Finney County,51703
916,Kansas,Ford County,49890
917,Kansas,Franklin County,53167
918,Kansas,Geary County,46096
919,Kansas,Gove County,50817
920,Kansas,Graham County,43427
921,Kansas,Grant County,57474
922,Kansas,Gray County,61220
923,Kansas,Greeley County,47045
924,Kansas,Greenwood County,41648
925,Kansas,Hamilton County,48160
926,Kansas,Harper County,48059
927,Kansas,Harvey County,55687
928,Kansas,Haskell County,53780
929,Kansas,Hodgeman County,55345
930,Kansas,Jackson County,53592
931,Kansas,Jefferson County,58935
932,Kansas,Jewell County,43125
933,Kansas,Johnson County,81121
934,Kansas,Kearny County,51439
935,Kansas,Kingman County,57593
936,Kansas,Kiowa County,48226
937,Kansas,Labette County,45706
938,Kansas,Lane County,51765
939,Kansas,Leavenworth County,70022
940,Kansas,Lincoln County,48693
941,Kansas,Linn County,46576
942,Kansas,Logan County,49926
943,Kansas,Lyon County,42992
944,Kansas,McPherson County,56946
945,Kansas,Marion County,50212
946,Kansas,Marshall County,50420
947,Kansas,Meade County,54167
948,Kansas,Miami County,63501
949,Kansas,Mitchell County,44591
950,Kansas,Montgomery County,43977
951,Kansas,Morris County,50338
952,Kansas,Morton County,43813
953,Kansas,Nemaha County,53368
954,Kansas,Neosho County,44402
955,Kansas,Ness County,48412
956,Kansas,Norton County,50673
957,Kansas,Osage County,54186
958,Kansas,Osborne County,42173
959,Kansas,Ottawa County,51797
960,Kansas,Pawnee County,46224
961,Kansas,Phillips County,46806
962,Kansas,Pottawatomie County,64410
963,Kansas,Pratt County,53415
964,Kansas,Rawlins County,50893
965,Kansas,Reno County,47897
966,Kansas,Republic County,43489
967,Kansas,Rice County,48333
968,Kansas,Riley County,48428
969,Kansas,Rooks County,48352
970,Kansas,Rush County,43594
971,Kansas,Russell County,48427
972,Kansas,Saline County,49728
973,Kansas,Scott County,62198
974,Kansas,Sedgwick County,52841
975,Kansas,Seward County,47535
976,Kansas,Shawnee County,54667
977,Kansas,Sheridan County,56607
978,Kansas,Sherman County,52030
979,Kansas,Smith County,45357
980,Kansas,Stafford County,47121
981,Kansas,Stanton County,42222
982,Kansas,Stevens County,57500
983,Kansas,Sumner County,52695
984,Kansas,Thomas County,52465
985,Kansas,Trego County,55197
986,Kansas,Wabaunsee County,58947
987,Kansas,Wallace County,60000
988,Kansas,Washington County,47992
989,Kansas,Wichita County,55109
990,Kansas,Wilson County,44468
991,Kansas,Woodson County,36493
992,Kansas,Wyandotte County,42783
993,Kentucky,Adair County,36575
994,Kentucky,Allen County,40598
995,Kentucky,Anderson County,51681
996,Kentucky,Ballard County,42988
997,Kentucky,Barren County,39658
998,Kentucky,Bath County,38763
999,Kentucky,Bell County,23558
1000,Kentucky,Boone County,72731
1001,Kentucky,Bourbon County,47886
1002,Kentucky,Boyd County,45543
1003,Kentucky,Boyle County,43076
1004,Kentucky,Bracken County,40458
1005,Kentucky,Breathitt County,25861
1006,Kentucky,Breckinridge County,44057
1007,Kentucky,Bullitt County,59917
1008,Kentucky,Butler County,39362
1009,Kentucky,Caldwell County,46182
1010,Kentucky,Calloway County,39269
1011,Kentucky,Campbell County,57208
1012,Kentucky,Carlisle County,38860
1013,Kentucky,Carroll County,43345
1014,Kentucky,Carter County,35095
1015,Kentucky,Casey County,33031
1016,Kentucky,Christian County,41849
1017,Kentucky,Clark County,51547
1018,Kentucky,Clay County,24596
1019,Kentucky,Clinton County,31130
1020,Kentucky,Crittenden County,41114
1021,Kentucky,Cumberland County,35449
1022,Kentucky,Daviess County,48371
1023,Kentucky,Edmonson County,41114
1024,Kentucky,Elliott County,29043
1025,Kentucky,Estill County,30692
1026,Kentucky,Fayette County,53013
1027,Kentucky,Fleming County,41095
1028,Kentucky,Floyd County,31196
1029,Kentucky,Franklin County,53539
1030,Kentucky,Fulton County,28274
1031,Kentucky,Gallatin County,50250
1032,Kentucky,Garrard County,47906
1033,Kentucky,Grant County,43881
1034,Kentucky,Graves County,40369
1035,Kentucky,Grayson County,35944
1036,Kentucky,Green County,37388
1037,Kentucky,Greenup County,47517
1038,Kentucky,Hancock County,49135
1039,Kentucky,Hardin County,51923
1040,Kentucky,Harlan County,24451
1041,Kentucky,Harrison County,44620
1042,Kentucky,Hart County,37315
1043,Kentucky,Henderson County,43458
1044,Kentucky,Henry County,50787
1045,Kentucky,Hickman County,38036
1046,Kentucky,Hopkins County,44048
1047,Kentucky,Jackson County,32055
1048,Kentucky,Jefferson County,52237
1049,Kentucky,Jessamine County,55450
1050,Kentucky,Johnson County,35629
1051,Kentucky,Kenton County,58674
1052,Kentucky,Knott County,30503
1053,Kentucky,Knox County,26061
1054,Kentucky,Larue County,41720
1055,Kentucky,Laurel County,37235
1056,Kentucky,Lawrence County,32703
1057,Kentucky,Lee County,23297
1058,Kentucky,Leslie County,27861
1059,Kentucky,Letcher County,30293
1060,Kentucky,Lewis County,32054
1061,Kentucky,Lincoln County,37930
1062,Kentucky,Livingston County,43472
1063,Kentucky,Logan County,40982
1064,Kentucky,Lyon County,50268
1065,Kentucky,McCracken County,42894
1066,Kentucky,McCreary County,19264
1067,Kentucky,McLean County,44242
1068,Kentucky,Madison County,46674
1069,Kentucky,Magoffin County,29578
1070,Kentucky,Marion County,40005
1071,Kentucky,Marshall County,49126
1072,Kentucky,Martin County,29239
1073,Kentucky,Mason County,43082
1074,Kentucky,Meade County,53732
1075,Kentucky,Menifee County,39688
1076,Kentucky,Mercer County,47574
1077,Kentucky,Metcalfe County,35594
1078,Kentucky,Monroe County,35665
1079,Kentucky,Montgomery County,42172
1080,Kentucky,Morgan County,33523
1081,Kentucky,Muhlenberg County,40037
1082,Kentucky,Nelson County,55182
1083,Kentucky,Nicholas County,38900
1084,Kentucky,Ohio County,41470
1085,Kentucky,Oldham County,92237
1086,Kentucky,Owen County,44031
1087,Kentucky,Owsley County,22736
1088,Kentucky,Pendleton County,49706
1089,Kentucky,Perry County,31820
1090,Kentucky,Pike County,32972
1091,Kentucky,Powell County,34647
1092,Kentucky,Pulaski County,35022
1093,Kentucky,Robertson County,30694
1094,Kentucky,Rockcastle County,35888
1095,Kentucky,Rowan County,36411
1096,Kentucky,Russell County,34660
1097,Kentucky,Scott County,65598
1098,Kentucky,Shelby County,63171
1099,Kentucky,Simpson County,44989
1100,Kentucky,Spencer County,68916
1101,Kentucky,Taylor County,36455
1102,Kentucky,Todd County,38248
1103,Kentucky,Trigg County,47259
1104,Kentucky,Trimble County,50998
1105,Kentucky,Union County,42139
1106,Kentucky,Warren County,49508
1107,Kentucky,Washington County,47843
1108,Kentucky,Wayne County,33715
1109,Kentucky,Webster County,39273
1110,Kentucky,Whitley County,34103
1111,Kentucky,Wolfe County,21999
1112,Kentucky,Woodford County,60604
1113,Louisiana,Acadia Parish,40492
1114,Louisiana,Allen Parish,42176
1115,Louisiana,Ascension Parish,74748
1116,Louisiana,Assumption Parish,48656
1117,Louisiana,Avoyelles Parish,36763
1118,Louisiana,Beauregard Parish,47350
1119,Louisiana,Bienville Parish,34077
1120,Louisiana,Bossier Parish,52145
1121,Louisiana,Caddo Parish,40391
1122,Louisiana,Calcasieu Parish,48219
1123,Louisiana,Caldwell Parish,31933
1124,Louisiana,Cameron Parish,60194
1125,Louisiana,Catahoula Parish,34470
1126,Louisiana,Claiborne Parish,26877
1127,Louisiana,Concordia Parish,30028
1128,Louisiana,De Soto Parish,41443
1129,Louisiana,East Baton Rouge Parish,51436
1130,Louisiana,East Carroll Parish,20795
1131,Louisiana,East Feliciana Parish,46964
1132,Louisiana,Evangeline Parish,31745
1133,Louisiana,Franklin Parish,34722
1134,Louisiana,Grant Parish,40577
1135,Louisiana,Iberia Parish,44504
1136,Louisiana,Iberville Parish,47128
1137,Louisiana,Jackson Parish,36394
1138,Louisiana,Jefferson Parish,50868
1139,Louisiana,Jefferson Davis Parish,40744
1140,Louisiana,Lafayette Parish,53950
1141,Louisiana,Lafourche Parish,52705
1142,Louisiana,LaSalle Parish,34712
1143,Louisiana,Lincoln Parish,34424
1144,Louisiana,Livingston Parish,60456
1145,Louisiana,Madison Parish,29424
1146,Louisiana,Morehouse Parish,31672
1147,Louisiana,Natchitoches Parish,29001
1148,Louisiana,Orleans Parish,38721
1149,Louisiana,Ouachita Parish,40081
1150,Louisiana,Plaquemines Parish,49635
1151,Louisiana,Pointe Coupee Parish,43964
1152,Louisiana,Rapides Parish,42655
1153,Louisiana,Red River Parish,41510
1154,Louisiana,Richland Parish,34745
1155,Louisiana,Sabine Parish,40695
1156,Louisiana,St. Bernard Parish,45265
1157,Louisiana,St. Charles Parish,64707
1158,Louisiana,St. Helena Parish,35254
1159,Louisiana,St. James Parish,52055
1160,Louisiana,St. John the Baptist Parish,53628
1161,Louisiana,St. Landry Parish,32163
1162,Louisiana,St. Martin Parish,47279
1163,Louisiana,St. Mary Parish,41345
1164,Louisiana,St. Tammany Parish,66539
1165,Louisiana,Tangipahoa Parish,45901
1166,Louisiana,Tensas Parish,21906
1167,Louisiana,Terrebonne Parish,47650
1168,Louisiana,Union Parish,38916
1169,Louisiana,Vermilion Parish,49266
1170,Louisiana,Vernon Parish,46620
1171,Louisiana,Washington Parish,32962
1172,Louisiana,Webster Parish,30891
1173,Louisiana,West Baton Rouge Parish,60902
1174,Louisiana,West Carroll Parish,37304
1175,Louisiana,West Feliciana Parish,55647
1176,Louisiana,Winn Parish,29472
1177,Maine,Androscoggin County,49538
1178,Maine,Aroostook County,39021
1179,Maine,Cumberland County,65702
1180,Maine,Franklin County,45541
1181,Maine,Hancock County,51438
1182,Maine,Kennebec County,50116
1183,Maine,Knox County,53117
1184,Maine,Lincoln County,54041
1185,Maine,Oxford County,44582
1186,Maine,Penobscot County,47886
1187,Maine,Piscataquis County,38797
1188,Maine,Sagadahoc County,60457
1189,Maine,Somerset County,41549
1190,Maine,Waldo County,50162
1191,Maine,Washington County,40328
1192,Maine,York County,62618
1193,Maryland,Allegany County,42771
1194,Maryland,Anne Arundel County,94502
1195,Maryland,Baltimore County,71810
1196,Maryland,Calvert County,100350
1197,Maryland,Caroline County,52469
1198,Maryland,Carroll County,90510
1199,Maryland,Cecil County,70516
1200,Maryland,Charles County,93973
1201,Maryland,Dorchester County,50532
1202,Maryland,Frederick County,88502
1203,Maryland,Garrett County,48174
1204,Maryland,Harford County,83445
1205,Maryland,Howard County,115576
1206,Maryland,Kent County,56638
1207,Maryland,Montgomery County,103178
1208,Maryland,Prince George's County,78607
1209,Maryland,Queen Anne's County,89241
1210,Maryland,St. Mary's County,86508
1211,Maryland,Somerset County,39239
1212,Maryland,Talbot County,65595
1213,Maryland,Washington County,58260
1214,Maryland,Wicomico County,54493
1215,Maryland,Worcester County,59458
1216,Maryland,Baltimore city,46641
1217,Massachusetts,Barnstable County,68048
1218,Massachusetts,Berkshire County,55190
1219,Massachusetts,Bristol County,62514
1220,Massachusetts,Dukes County,67535
1221,Massachusetts,Essex County,73533
1222,Massachusetts,Franklin County,57307
1223,Massachusetts,Hampden County,52205
1224,Massachusetts,Hampshire County,64974
1225,Massachusetts,Middlesex County,92878
1226,Massachusetts,Nantucket County,91942
1227,Massachusetts,Norfolk County,95668
1228,Massachusetts,Plymouth County,82081
1229,Massachusetts,Suffolk County,61242
1230,Massachusetts,Worcester County,69313
1231,Michigan,Alcona County,39424
1232,Michigan,Alger County,42647
1233,Michigan,Allegan County,58487
1234,Michigan,Alpena County,40954
1235,Michigan,Antrim County,50988
1236,Michigan,Arenac County,39947
1237,Michigan,Baraga County,42757
1238,Michigan,Barry County,57312
1239,Michigan,Bay County,45983
1240,Michigan,Benzie County,53185
1241,Michigan,Berrien County,47132
1242,Michigan,Branch County,48192
1243,Michigan,Calhoun County,46213
1244,Michigan,Cass County,50699
1245,Michigan,Charlevoix County,51567
1246,Michigan,Cheboygan County,42876
1247,Michigan,Chippewa County,44030
1248,Michigan,Clare County,35913
1249,Michigan,Clinton County,64903
1250,Michigan,Crawford County,42666
1251,Michigan,Delta County,44639
1252,Michigan,Dickinson County,45681
1253,Michigan,Eaton County,59244
1254,Michigan,Emmet County,51475
1255,Michigan,Genesee County,45231
1256,Michigan,Gladwin County,40871
1257,Michigan,Gogebic County,36689
1258,Michigan,Grand Traverse County,58229
1259,Michigan,Gratiot County,42256
1260,Michigan,Hillsdale County,46160
1261,Michigan,Houghton County,41379
1262,Michigan,Huron County,45191
1263,Michigan,Ingham County,49109
1264,Michigan,Ionia County,51980
1265,Michigan,Iosco County,41414
1266,Michigan,Iron County,36773
1267,Michigan,Isabella County,42771
1268,Michigan,Jackson County,49715
1269,Michigan,Kalamazoo County,51945
1270,Michigan,Kalkaska County,43431
1271,Michigan,Kent County,57302
1272,Michigan,Keweenaw County,41118
1273,Michigan,Lake County,32309
1274,Michigan,Lapeer County,56186
1275,Michigan,Leelanau County,62646
1276,Michigan,Lenawee County,51339
1277,Michigan,Livingston County,78430
1278,Michigan,Luce County,41221
1279,Michigan,Mackinac County,42559
1280,Michigan,Macomb County,58175
1281,Michigan,Manistee County,44882
1282,Michigan,Marquette County,48491
1283,Michigan,Mason County,45524
1284,Michigan,Mecosta County,43470
1285,Michigan,Menominee County,44480
1286,Michigan,Midland County,57117
1287,Michigan,Missaukee County,42370
1288,Michigan,Monroe County,59479
1289,Michigan,Montcalm County,44651
1290,Michigan,Montmorency County,39152
1291,Michigan,Muskegon County,46077
1292,Michigan,Newaygo County,45645
1293,Michigan,Oakland County,73369
1294,Michigan,Oceana County,44382
1295,Michigan,Ogemaw County,38149
1296,Michigan,Ontonagon County,36073
1297,Michigan,Osceola County,41099
1298,Michigan,Oscoda County,36833
1299,Michigan,Otsego County,50823
1300,Michigan,Ottawa County,63962
1301,Michigan,Presque Isle County,43758
1302,Michigan,Roscommon County,37834
1303,Michigan,Saginaw County,45034
1304,Michigan,St. Clair County,53641
1305,Michigan,St. Joseph County,47856
1306,Michigan,Sanilac County,44417
1307,Michigan,Schoolcraft County,37428
1308,Michigan,Shiawassee County,50967
1309,Michigan,Tuscola County,45495
1310,Michigan,Van Buren County,49119
1311,Michigan,Washtenaw County,65618
1312,Michigan,Wayne County,43702
1313,Michigan,Wexford County,42793
1314,Minnesota,Aitkin County,45860
1315,Minnesota,Anoka County,76796
1316,Minnesota,Becker County,55884
1317,Minnesota,Beltrami County,45923
1318,Minnesota,Benton County,53574
1319,Minnesota,Big Stone County,48299
1320,Minnesota,Blue Earth County,53752
1321,Minnesota,Brown County,55764
1322,Minnesota,Carlton County,58874
1323,Minnesota,Carver County,93095
1324,Minnesota,Cass County,50162
1325,Minnesota,Chippewa County,57601
1326,Minnesota,Chisago County,76747
1327,Minnesota,Clay County,61409
1328,Minnesota,Clearwater County,45638
1329,Minnesota,Cook County,51903
1330,Minnesota,Cottonwood County,50524
1331,Minnesota,Crow Wing County,53121
1332,Minnesota,Dakota County,79995
1333,Minnesota,Dodge County,71078
1334,Minnesota,Douglas County,58667
1335,Minnesota,Faribault County,50847
1336,Minnesota,Fillmore County,57093
1337,Minnesota,Freeborn County,51174
1338,Minnesota,Goodhue County,62431
1339,Minnesota,Grant County,53727
1340,Minnesota,Hennepin County,71154
1341,Minnesota,Houston County,56837
1342,Minnesota,Hubbard County,52941
1343,Minnesota,Isanti County,67565
1344,Minnesota,Itasca County,52050
1345,Minnesota,Jackson County,55122
1346,Minnesota,Kanabec County,50509
1347,Minnesota,Kandiyohi County,56604
1348,Minnesota,Kittson County,52304
1349,Minnesota,Koochiching County,47131
1350,Minnesota,Lac qui Parle County,50195
1351,Minnesota,Lake County,56078
1352,Minnesota,Lake of the Woods County,46943
1353,Minnesota,Le Sueur County,65500
1354,Minnesota,Lincoln County,51102
1355,Minnesota,Lyon County,54181
1356,Minnesota,McLeod County,59869
1357,Minnesota,Mahnomen County,42439
1358,Minnesota,Marshall County,57289
1359,Minnesota,Martin County,53627
1360,Minnesota,Meeker County,59611
1361,Minnesota,Mille Lacs County,53737
1362,Minnesota,Morrison County,52855
1363,Minnesota,Mower County,53700
1364,Minnesota,Murray County,54211
1365,Minnesota,Nicollet County,62593
1366,Minnesota,Nobles County,53267
1367,Minnesota,Norman County,53034
1368,Minnesota,Olmsted County,72337
1369,Minnesota,Otter Tail County,55181
1370,Minnesota,Pennington County,53893
1371,Minnesota,Pine County,47285
1372,Minnesota,Pipestone County,48909
1373,Minnesota,Polk County,55393
1374,Minnesota,Pope County,58198
1375,Minnesota,Ramsey County,60301
1376,Minnesota,Red Lake County,52500
1377,Minnesota,Redwood County,51871
1378,Minnesota,Renville County,56721
1379,Minnesota,Rice County,63311
1380,Minnesota,Rock County,56753
1381,Minnesota,Roseau County,56273
1382,Minnesota,St. Louis County,50936
1383,Minnesota,Scott County,93151
1384,Minnesota,Sherburne County,83895
1385,Minnesota,Sibley County,60848
1386,Minnesota,Stearns County,59564
1387,Minnesota,Steele County,58882
1388,Minnesota,Stevens County,57552
1389,Minnesota,Swift County,49556
1390,Minnesota,Todd County,49213
1391,Minnesota,Traverse County,48889
1392,Minnesota,Wabasha County,61973
1393,Minnesota,Wadena County,45018
1394,Minnesota,Waseca County,55189
1395,Minnesota,Washington County,89598
1396,Minnesota,Watonwan County,50044
1397,Minnesota,Wilkin County,52917
1398,Minnesota,Winona County,53975
1399,Minnesota,Wright County,77953
1400,Minnesota,Yellow Medicine County,54645
1401,Mississippi,Adams County,30359
1402,Mississippi,Alcorn County,38919
1403,Mississippi,Amite County,30129
1404,Mississippi,Attala County,33815
1405,Mississippi,Benton County,40605
1406,Mississippi,Bolivar County,28468
1407,Mississippi,Calhoun County,33370
1408,Mississippi,Carroll County,43068
1409,Mississippi,Chickasaw County,33579
1410,Mississippi,Choctaw County,34542
1411,Mississippi,Claiborne County,24601
1412,Mississippi,Clarke County,37626
1413,Mississippi,Clay County,34118
1414,Mississippi,Coahoma County,28728
1415,Mississippi,Copiah County,38046
1416,Mississippi,Covington County,36471
1417,Mississippi,DeSoto County,62595
1418,Mississippi,Forrest County,39555
1419,Mississippi,Franklin County,42388
1420,Mississippi,George County,47640
1421,Mississippi,Greene County,48029
1422,Mississippi,Grenada County,34876
1423,Mississippi,Hancock County,47518
1424,Mississippi,Harrison County,44684
1425,Mississippi,Hinds County,41011
1426,Mississippi,Holmes County,20330
1427,Mississippi,Humphreys County,26188
1428,Mississippi,Issaquena County,25609
1429,Mississippi,Itawamba County,38358
1430,Mississippi,Jackson County,50274
1431,Mississippi,Jasper County,35271
1432,Mississippi,Jefferson County,21779
1433,Mississippi,Jefferson Davis County,26736
1434,Mississippi,Jones County,38656
1435,Mississippi,Kemper County,27016
1436,Mississippi,Lafayette County,45019
1437,Mississippi,Lamar County,56129
1438,Mississippi,Lauderdale County,41340
1439,Mississippi,Lawrence County,40432
1440,Mississippi,Leake County,35578
1441,Mississippi,Lee County,45985
1442,Mississippi,Leflore County,25210
1443,Mississippi,Lincoln County,37308
1444,Mississippi,Lowndes County,43198
1445,Mississippi,Madison County,68600
1446,Mississippi,Marion County,30998
1447,Mississippi,Marshall County,41134
1448,Mississippi,Monroe County,39444
1449,Mississippi,Montgomery County,34983
1450,Mississippi,Neshoba County,36755
1451,Mississippi,Newton County,37643
1452,Mississippi,Noxubee County,30808
1453,Mississippi,Oktibbeha County,37348
1454,Mississippi,Panola County,35891
1455,Mississippi,Pearl River County,44734
1456,Mississippi,Perry County,35374
1457,Mississippi,Pike County,30949
1458,Mississippi,Pontotoc County,41865
1459,Mississippi,Prentiss County,32854
1460,Mississippi,Quitman County,25671
1461,Mississippi,Rankin County,61605
1462,Mississippi,Scott County,33601
1463,Mississippi,Sharkey County,30033
1464,Mississippi,Simpson County,37591
1465,Mississippi,Smith County,37697
1466,Mississippi,Stone County,46283
1467,Mississippi,Sunflower County,28556
1468,Mississippi,Tallahatchie County,30000
1469,Mississippi,Tate County,46233
1470,Mississippi,Tippah County,39351
1471,Mississippi,Tishomingo County,36672
1472,Mississippi,Tunica County,32052
1473,Mississippi,Union County,40076
1474,Mississippi,Walthall County,31077
1475,Mississippi,Warren County,41635
1476,Mississippi,Washington County,29387
1477,Mississippi,Wayne County,35215
1478,Mississippi,Webster County,35634
1479,Mississippi,Wilkinson County,23340
1480,Mississippi,Winston County,33313
1481,Mississippi,Yalobusha County,37647
1482,Mississippi,Yazoo County,28330
1483,Missouri,Adair County,38750
1484,Missouri,Andrew County,56658
1485,Missouri,Atchison County,45259
1486,Missouri,Audrain County,44056
1487,Missouri,Barry County,40638
1488,Missouri,Barton County,41184
1489,Missouri,Bates County,45605
1490,Missouri,Benton County,35097
1491,Missouri,Bollinger County,40791
1492,Missouri,Boone County,52005
1493,Missouri,Buchanan County,48652
1494,Missouri,Butler County,37878
1495,Missouri,Caldwell County,44975
1496,Missouri,Callaway County,53180
1497,Missouri,Camden County,50496
1498,Missouri,Cape Girardeau County,49554
1499,Missouri,Carroll County,43583
1500,Missouri,Carter County,37875
1501,Missouri,Cass County,65352
1502,Missouri,Cedar County,35930
1503,Missouri,Chariton County,43186
1504,Missouri,Christian County,55761
1505,Missouri,Clark County,45216
1506,Missouri,Clay County,65675
1507,Missouri,Clinton County,57591
1508,Missouri,Cole County,54216
1509,Missouri,Cooper County,46547
1510,Missouri,Crawford County,37171
1511,Missouri,Dade County,38880
1512,Missouri,Dallas County,41441
1513,Missouri,Daviess County,45707
1514,Missouri,DeKalb County,46517
1515,Missouri,Dent County,38829
1516,Missouri,Douglas County,33003
1517,Missouri,Dunklin County,32348
1518,Missouri,Franklin County,53849
1519,Missouri,Gasconade County,50687
1520,Missouri,Gentry County,43777
1521,Missouri,Greene County,43175
1522,Missouri,Grundy County,41092
1523,Missouri,Harrison County,42889
1524,Missouri,Henry County,41089
1525,Missouri,Hickory County,34746
1526,Missouri,Holt County,43981
1527,Missouri,Howard County,50356
1528,Missouri,Howell County,34984
1529,Missouri,Iron County,36457
1530,Missouri,Jackson County,50652
1531,Missouri,Jasper County,45328
1532,Missouri,Jefferson County,60765
1533,Missouri,Johnson County,50689
1534,Missouri,Knox County,39674
1535,Missouri,Laclede County,42646
1536,Missouri,Lafayette County,52557
1537,Missouri,Lawrence County,41673
1538,Missouri,Lewis County,47148
1539,Missouri,Lincoln County,58603
1540,Missouri,Linn County,41652
1541,Missouri,Livingston County,45929
1542,Missouri,McDonald County,41207
1543,Missouri,Macon County,38903
1544,Missouri,Madison County,37484
1545,Missouri,Maries County,41715
1546,Missouri,Marion County,44098
1547,Missouri,Mercer County,43314
1548,Missouri,Miller County,41461
1549,Missouri,Mississippi County,32212
1550,Missouri,Moniteau County,50897
1551,Missouri,Monroe County,42011
1552,Missouri,Montgomery County,43094
1553,Missouri,Morgan County,34776
1554,Missouri,New Madrid County,33846
1555,Missouri,Newton County,46723
1556,Missouri,Nodaway County,41370
1557,Missouri,Oregon County,32070
1558,Missouri,Osage County,54503
1559,Missouri,Ozark County,32021
1560,Missouri,Pemiscot County,32468
1561,Missouri,Perry County,54935
1562,Missouri,Pettis County,43097
1563,Missouri,Phelps County,41681
1564,Missouri,Pike County,45112
1565,Missouri,Platte County,74199
1566,Missouri,Polk County,44805
1567,Missouri,Pulaski County,51137
1568,Missouri,Putnam County,37028
1569,Missouri,Ralls County,50161
1570,Missouri,Randolph County,44754
1571,Missouri,Ray County,57270
1572,Missouri,Reynolds County,40265
1573,Missouri,Ripley County,33849
1574,Missouri,St. Charles County,78380
1575,Missouri,St. Clair County,35066
1576,Missouri,Ste. Genevieve County,50959
1577,Missouri,St. Francois County,42873
1578,Missouri,St. Louis County,62931
1579,Missouri,Saline County,41567
1580,Missouri,Schuyler County,38848
1581,Missouri,Scotland County,42939
1582,Missouri,Scott County,41628
1583,Missouri,Shannon County,31202
1584,Missouri,Shelby County,42593
1585,Missouri,Stoddard County,40076
1586,Missouri,Stone County,43292
1587,Missouri,Sullivan County,42034
1588,Missouri,Taney County,39661
1589,Missouri,Texas County,35571
1590,Missouri,Vernon County,41479
1591,Missouri,Warren County,56193
1592,Missouri,Washington County,37810
1593,Missouri,Wayne County,35135
1594,Missouri,Webster County,45185
1595,Missouri,Worth County,48214
1596,Missouri,Wright County,31290
1597,Missouri,St. Louis city,38664
1598,Montana,Beaverhead County,43880
1599,Montana,Big Horn County,47276
1600,Montana,Blaine County,35506
1601,Montana,Broadwater County,55295
1602,Montana,Carbon County,56988
1603,Montana,Carter County,45347
1604,Montana,Cascade County,46827
1605,Montana,Chouteau County,39577
1606,Montana,Custer County,53050
1607,Montana,Daniels County,53591
1608,Montana,Dawson County,59622
1609,Montana,Deer Lodge County,41235
1610,Montana,Fallon County,56806
1611,Montana,Fergus County,47110
1612,Montana,Flathead County,51410
1613,Montana,Gallatin County,59397
1614,Montana,Garfield County,47188
1615,Montana,Glacier County,29201
1616,Montana,Golden Valley County,43854
1617,Montana,Granite County,49063
1618,Montana,Hill County,45269
1619,Montana,Jefferson County,64911
1620,Montana,Judith Basin County,43281
1621,Montana,Lake County,42582
1622,Montana,Lewis and Clark County,60789
1623,Montana,Liberty County,46641
1624,Montana,Lincoln County,36934
1625,Montana,McCone County,46193
1626,Montana,Madison County,47900
1627,Montana,Meagher County,41343
1628,Montana,Mineral County,40117
1629,Montana,Missoula County,49412
1630,Montana,Musselshell County,38156
1631,Montana,Park County,44920
1632,Montana,Petroleum County,46429
1633,Montana,Phillips County,42101
1634,Montana,Pondera County,44597
1635,Montana,Powder River County,51136
1636,Montana,Powell County,44352
1637,Montana,Prairie County,50850
1638,Montana,Ravalli County,44733
1639,Montana,Richland County,66572
1640,Montana,Roosevelt County,39219
1641,Montana,Rosebud County,54709
1642,Montana,Sanders County,36445
1643,Montana,Sheridan County,51940
1644,Montana,Silver Bow County,40480
1645,Montana,Stillwater County,61998
1646,Montana,Sweet Grass County,49761
1647,Montana,Teton County,51060
1648,Montana,Toole County,46735
1649,Montana,Treasure County,42454
1650,Montana,Valley County,55267
1651,Montana,Wheatland County,37222
1652,Montana,Wibaux County,47132
1653,Montana,Yellowstone County,57955
1654,Nebraska,Adams County,51721
1655,Nebraska,Antelope County,46949
1656,Nebraska,Arthur County,41250
1657,Nebraska,Banner County,55000
1658,Nebraska,Blaine County,52000
1659,Nebraska,Boone County,53854
1660,Nebraska,Box Butte County,56328
1661,Nebraska,Boyd County,48750
1662,Nebraska,Brown County,42773
1663,Nebraska,Buffalo County,55053
1664,Nebraska,Burt County,50174
1665,Nebraska,Butler County,52448
1666,Nebraska,Cass County,68284
